age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscribed,age_group,was_contacted_before,high_contact_freq,season,segment,segment_name,conv_probability,priority_rank
41,technician,married,professional.course,no,yes,no,cellular,sep,mon,394,2,999,0,nonexistent,-3.4,92.379,-29.8,0.771,5017.5,0,40-50,0,0,Autumn,1,Warm Prospects,0.9226737,2131
40,technician,single,university.degree,no,no,no,cellular,nov,mon,984,5,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,1,30-40,0,1,Autumn,1,Warm Prospects,0.9226382,2132
36,services,married,basic.6y,no,no,no,cellular,nov,fri,1022,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,1,30-40,0,0,Autumn,4,Hard to Convert,0.92262113,2133
48,unemployed,single,basic.9y,no,yes,no,cellular,apr,thu,242,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,1,40-50,1,0,Spring,1,Warm Prospects,0.9226022,2134
25,blue-collar,single,basic.6y,no,no,no,cellular,mar,tue,228,4,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,1,<30,0,1,Spring,3,Price Sensitive,0.9225706,2135
34,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,874,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,30-40,0,0,Summer,3,Price Sensitive,0.9225571,2136
50,admin.,single,basic.9y,no,yes,no,cellular,jun,wed,343,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,40-50,0,0,Summer,1,Warm Prospects,0.92254525,2137
27,admin.,single,university.degree,no,no,no,cellular,mar,tue,238,4,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,1,<30,0,1,Spring,1,Warm Prospects,0.9225372,2138
33,admin.,married,university.degree,no,no,no,cellular,sep,mon,369,3,999,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,1,30-40,0,0,Autumn,1,Warm Prospects,0.9225285,2139
31,admin.,single,university.degree,no,yes,no,cellular,nov,thu,1816,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,30-40,0,0,Autumn,4,Hard to Convert,0.92246217,2140
26,admin.,married,high.school,no,yes,no,cellular,nov,mon,432,5,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,1,<30,0,1,Autumn,1,Warm Prospects,0.92245305,2141
48,services,married,basic.4y,no,yes,no,cellular,aug,tue,1000,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,40-50,0,0,Summer,4,Hard to Convert,0.92234915,2142
45,technician,married,basic.9y,no,no,yes,cellular,may,fri,1077,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,1,40-50,0,0,Spring,1,Warm Prospects,0.922308,2143
50,management,divorced,university.degree,no,no,no,cellular,jul,mon,983,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,40-50,0,0,Summer,4,Hard to Convert,0.92229784,2144
26,admin.,married,university.degree,no,yes,no,cellular,mar,mon,154,1,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,1,<30,0,0,Spring,1,Warm Prospects,0.92218626,2145
25,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,655,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,1,<30,0,0,Spring,1,Warm Prospects,0.92209846,2146
28,admin.,single,university.degree,no,no,no,cellular,may,mon,497,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,<30,0,0,Spring,1,Warm Prospects,0.9220853,2147
32,technician,single,university.degree,no,yes,no,cellular,aug,tue,645,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,30-40,0,1,Summer,4,Hard to Convert,0.9219744,2148
33,admin.,married,university.degree,no,yes,yes,cellular,may,mon,312,2,999,0,nonexistent,-1.8,93.876,-40.0,0.685,5008.7,0,30-40,0,0,Spring,1,Warm Prospects,0.9219678,2149
45,admin.,married,university.degree,no,no,no,cellular,aug,thu,323,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,1,40-50,0,0,Summer,1,Warm Prospects,0.9218836,2150
32,admin.,single,university.degree,no,no,no,cellular,may,wed,532,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0,30-40,0,0,Spring,1,Warm Prospects,0.9218449,2151
39,self-employed,married,basic.9y,no,yes,no,cellular,may,fri,744,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1,30-40,0,0,Spring,1,Warm Prospects,0.92181796,2152
39,student,single,university.degree,no,yes,no,cellular,jun,fri,474,3,999,0,nonexistent,-2.9,92.963,-40.8,1.224,5076.2,1,30-40,0,0,Summer,1,Warm Prospects,0.9218129,2153
19,student,single,basic.6y,no,no,no,cellular,mar,tue,136,1,999,0,nonexistent,-1.8,92.843,-50.0,1.556,5099.1,1,<30,0,0,Spring,1,Warm Prospects,0.9217868,2154
35,entrepreneur,divorced,professional.course,no,yes,no,cellular,aug,tue,950,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,30-40,0,0,Summer,4,Hard to Convert,0.9217823,2155
48,admin.,divorced,university.degree,no,no,no,cellular,may,tue,1062,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1,40-50,0,0,Spring,1,Warm Prospects,0.9217728,2156
34,technician,single,university.degree,no,no,yes,cellular,jul,tue,1082,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,30-40,0,0,Summer,4,Hard to Convert,0.92174786,2157
36,blue-collar,married,basic.9y,no,no,yes,telephone,jun,wed,920,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,30-40,0,0,Summer,3,Price Sensitive,0.9217421,2158
47,admin.,divorced,high.school,no,yes,no,cellular,sep,tue,188,1,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,0,40-50,1,0,Autumn,1,Warm Prospects,0.92173856,2159
33,admin.,married,university.degree,no,yes,yes,cellular,aug,thu,1834,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.9217209,2160
57,retired,married,university.degree,no,yes,yes,cellular,jul,mon,1062,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,50-60,0,1,Summer,2,High-Value Responders,0.92167675,2161
29,self-employed,single,university.degree,no,yes,no,cellular,sep,tue,445,2,999,0,nonexistent,-3.4,92.379,-29.8,0.788,5017.5,1,<30,0,0,Autumn,1,Warm Prospects,0.9216696,2162
40,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,1200,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.92166674,2163
44,admin.,divorced,high.school,no,yes,no,telephone,nov,mon,1628,2,6,1,success,-3.4,92.649,-30.1,0.719,5017.5,1,40-50,1,0,Autumn,1,Warm Prospects,0.92160034,2164
34,blue-collar,married,professional.course,no,no,no,telephone,jun,wed,1009,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,30-40,0,0,Summer,3,Price Sensitive,0.9215843,2165
37,admin.,married,university.degree,no,yes,no,cellular,may,fri,685,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,1,30-40,0,0,Spring,1,Warm Prospects,0.9215581,2166
39,management,married,university.degree,no,yes,yes,cellular,sep,tue,358,2,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,1,30-40,0,0,Autumn,4,Hard to Convert,0.9215102,2167
34,technician,married,university.degree,no,yes,no,cellular,nov,fri,312,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,0,30-40,0,0,Autumn,1,Warm Prospects,0.9214938,2168
42,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,1036,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1,40-50,0,0,Summer,3,Price Sensitive,0.92137426,2169
59,admin.,divorced,university.degree,no,yes,no,cellular,mar,tue,236,1,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,1,50-60,0,0,Spring,1,Warm Prospects,0.9213719,2170
31,admin.,married,university.degree,no,yes,no,cellular,jul,mon,1467,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.9213513,2171
36,technician,married,high.school,no,no,no,cellular,jul,wed,1165,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,30-40,0,1,Summer,4,Hard to Convert,0.9213253,2172
46,admin.,married,university.degree,no,no,no,telephone,may,thu,351,3,999,0,nonexistent,-1.8,93.876,-40.0,0.692,5008.7,1,40-50,0,0,Spring,1,Warm Prospects,0.92131853,2173
29,admin.,single,university.degree,no,yes,no,cellular,sep,thu,180,2,8,2,success,-1.1,94.199,-37.5,0.878,4963.6,0,<30,1,0,Autumn,1,Warm Prospects,0.9213026,2174
33,admin.,single,university.degree,no,no,no,cellular,mar,tue,406,2,999,1,failure,-1.8,92.843,-50.0,1.614,5099.1,1,30-40,0,0,Spring,1,Warm Prospects,0.9213008,2175
28,technician,single,professional.course,no,yes,no,cellular,jul,mon,1002,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,<30,0,0,Summer,4,Hard to Convert,0.92129636,2176
40,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,954,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,1,30-40,0,0,Spring,3,Price Sensitive,0.92126185,2177
48,blue-collar,married,basic.9y,no,no,no,cellular,aug,thu,1111,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,40-50,0,0,Summer,3,Price Sensitive,0.9212393,2178
64,retired,married,high.school,no,no,no,cellular,nov,mon,146,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,60+,1,0,Autumn,2,High-Value Responders,0.9212218,2179
35,technician,single,university.degree,no,no,no,cellular,may,thu,745,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,1,30-40,0,0,Spring,1,Warm Prospects,0.92121875,2180
57,blue-collar,divorced,basic.4y,no,no,no,cellular,jun,mon,233,1,12,1,success,-2.9,92.963,-40.8,1.266,5076.2,0,50-60,1,0,Summer,1,Warm Prospects,0.9211987,2181
46,technician,married,basic.6y,no,yes,no,cellular,aug,thu,464,4,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,1,40-50,0,1,Summer,1,Warm Prospects,0.9211677,2182
69,retired,divorced,professional.course,no,no,no,cellular,jun,fri,213,6,12,2,failure,-1.7,94.055,-39.8,0.748,4991.6,1,60+,1,1,Summer,2,High-Value Responders,0.92114866,2183
30,admin.,divorced,university.degree,no,yes,no,cellular,may,fri,1598,4,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,1,<30,0,1,Spring,1,Warm Prospects,0.9211252,2184
30,management,married,university.degree,no,yes,no,cellular,jul,wed,957,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,<30,0,0,Summer,4,Hard to Convert,0.92111814,2185
25,services,single,high.school,no,yes,yes,cellular,jul,wed,843,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,<30,0,0,Summer,4,Hard to Convert,0.9211158,2186
23,admin.,single,university.degree,no,yes,no,cellular,apr,wed,219,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,<30,0,0,Spring,1,Warm Prospects,0.92110354,2187
54,admin.,married,university.degree,no,yes,no,cellular,mar,mon,415,1,999,0,nonexistent,-1.8,92.843,-50.0,1.56,5099.1,1,50-60,0,0,Spring,1,Warm Prospects,0.921097,2188
46,technician,married,university.degree,no,no,yes,telephone,jun,thu,993,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,1,40-50,0,1,Summer,4,Hard to Convert,0.9210906,2189
67,retired,married,basic.4y,no,no,no,cellular,aug,mon,300,3,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,0,60+,0,0,Summer,2,High-Value Responders,0.9210884,2190
42,blue-collar,married,basic.9y,no,no,yes,cellular,jul,thu,880,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,40-50,0,0,Summer,3,Price Sensitive,0.9210884,2190
22,services,single,professional.course,no,no,no,cellular,jul,tue,363,1,999,1,failure,-1.7,94.215,-40.3,0.835,4991.6,1,<30,0,0,Summer,1,Warm Prospects,0.9210453,2192
35,self-employed,married,university.degree,no,yes,no,cellular,aug,thu,884,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,30-40,0,0,Summer,4,Hard to Convert,0.9210367,2193
55,management,married,basic.4y,no,yes,yes,cellular,may,wed,1108,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,50-60,0,0,Spring,1,Warm Prospects,0.92099017,2194
70,retired,married,basic.4y,no,yes,no,cellular,dec,wed,325,1,999,2,failure,-3.0,92.713,-33.0,0.715,5023.5,0,60+,0,0,Winter,2,High-Value Responders,0.92099017,2194
22,self-employed,single,professional.course,no,yes,no,cellular,oct,wed,218,1,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,1,<30,0,0,Autumn,1,Warm Prospects,0.92094225,2196
61,blue-collar,married,high.school,no,no,no,cellular,oct,wed,190,1,2,1,success,-3.4,92.431,-26.9,0.724,5017.5,0,60+,1,0,Autumn,1,Warm Prospects,0.9208348,2197
63,housemaid,married,basic.4y,no,no,no,cellular,aug,tue,479,1,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,1,60+,0,0,Summer,1,Warm Prospects,0.9208263,2198
36,management,married,basic.6y,no,yes,no,cellular,oct,tue,332,1,999,1,failure,-3.4,92.431,-26.9,0.737,5017.5,1,30-40,0,0,Autumn,1,Warm Prospects,0.9208256,2199
32,services,married,high.school,no,no,no,cellular,jul,mon,1271,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.92082196,2200
21,student,single,high.school,no,yes,yes,cellular,jun,wed,286,2,999,0,nonexistent,-1.7,94.055,-39.8,0.767,4991.6,1,<30,0,0,Summer,1,Warm Prospects,0.920748,2201
21,student,single,high.school,no,no,yes,cellular,oct,mon,238,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,0,<30,0,0,Autumn,1,Warm Prospects,0.9206897,2202
32,blue-collar,married,high.school,no,yes,no,telephone,nov,mon,943,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,30-40,0,0,Autumn,3,Price Sensitive,0.92068905,2203
30,unemployed,single,professional.course,no,yes,no,cellular,mar,mon,341,1,999,0,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,0,<30,0,0,Spring,1,Warm Prospects,0.92068535,2204
31,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,1051,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,30-40,0,0,Summer,3,Price Sensitive,0.920654,2205
31,technician,single,university.degree,no,yes,no,telephone,mar,fri,228,2,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,1,30-40,0,0,Spring,1,Warm Prospects,0.9206172,2206
58,retired,divorced,professional.course,no,no,no,cellular,apr,thu,430,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,50-60,0,0,Spring,2,High-Value Responders,0.9206123,2207
33,services,single,high.school,no,yes,no,cellular,oct,mon,182,1,6,1,success,-1.1,94.601,-49.5,1.032,4963.6,1,30-40,1,0,Autumn,1,Warm Prospects,0.92053986,2208
29,admin.,single,high.school,no,yes,no,cellular,nov,fri,176,2,7,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,<30,1,0,Autumn,1,Warm Prospects,0.9204961,2209
53,blue-collar,married,basic.6y,no,no,no,cellular,jun,thu,592,3,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,1,50-60,0,0,Summer,1,Warm Prospects,0.920486,2210
59,retired,married,basic.4y,no,yes,no,cellular,sep,tue,458,1,999,0,nonexistent,-3.4,92.379,-29.8,0.77,5017.5,1,50-60,0,0,Autumn,2,High-Value Responders,0.92048407,2211
61,admin.,single,basic.4y,no,yes,no,cellular,may,tue,574,1,3,1,success,-1.8,92.893,-46.2,1.266,5099.1,0,60+,1,0,Spring,1,Warm Prospects,0.9204065,2212
26,self-employed,single,university.degree,no,yes,no,cellular,sep,thu,333,1,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,0,<30,0,0,Autumn,1,Warm Prospects,0.920406,2213
24,admin.,single,university.degree,no,no,no,cellular,jun,fri,255,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,<30,0,0,Summer,1,Warm Prospects,0.9203832,2214
20,student,single,high.school,no,yes,no,cellular,aug,tue,532,1,999,1,failure,-2.9,92.201,-31.4,0.859,5076.2,1,<30,0,0,Summer,1,Warm Prospects,0.9203808,2215
53,admin.,married,university.degree,no,no,yes,telephone,jun,thu,1603,10,999,0,nonexistent,-2.9,92.963,-40.8,1.235,5076.2,1,50-60,0,1,Summer,1,Warm Prospects,0.9203598,2216
78,retired,married,basic.4y,no,yes,no,cellular,apr,tue,274,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,60+,0,0,Spring,2,High-Value Responders,0.9203448,2217
43,admin.,married,university.degree,no,yes,no,cellular,jul,wed,899,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.92030656,2218
29,admin.,single,high.school,no,no,yes,cellular,apr,wed,319,1,6,1,success,-1.8,93.075,-47.1,1.405,5099.1,1,<30,1,0,Spring,1,Warm Prospects,0.92026615,2219
31,services,single,high.school,no,no,no,cellular,jul,mon,881,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,30-40,0,1,Summer,4,Hard to Convert,0.9202216,2220
49,admin.,married,high.school,no,no,no,cellular,oct,wed,169,1,6,3,success,-1.1,94.601,-49.5,0.985,4963.6,1,40-50,1,0,Autumn,1,Warm Prospects,0.92022043,2221
23,management,single,university.degree,no,no,no,cellular,jul,thu,1584,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1,<30,0,0,Summer,4,Hard to Convert,0.9201494,2222
41,technician,married,professional.course,no,yes,no,cellular,aug,mon,984,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.9201379,2223
59,self-employed,married,professional.course,no,yes,no,cellular,apr,mon,860,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,50-60,0,0,Spring,1,Warm Prospects,0.9201379,2223
28,technician,single,high.school,no,yes,yes,cellular,may,thu,609,1,11,1,success,-1.8,92.893,-46.2,1.327,5099.1,1,<30,1,0,Spring,1,Warm Prospects,0.9200622,2225
31,admin.,single,university.degree,no,yes,no,cellular,aug,tue,1032,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,30-40,0,0,Summer,4,Hard to Convert,0.92003745,2226
36,admin.,married,high.school,no,yes,no,cellular,may,mon,1434,2,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,30-40,0,0,Spring,1,Warm Prospects,0.9200205,2227
47,blue-collar,married,high.school,no,yes,no,cellular,may,fri,934,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,1,40-50,0,0,Spring,1,Warm Prospects,0.9200121,2228
39,admin.,married,university.degree,no,no,no,cellular,jun,wed,2219,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,0,30-40,0,0,Summer,1,Warm Prospects,0.9200082,2229
37,admin.,single,high.school,no,yes,no,telephone,oct,wed,313,1,999,0,nonexistent,-0.1,93.798,-40.4,4.936,5195.8,1,30-40,0,0,Autumn,4,Hard to Convert,0.9200009,2230
28,technician,single,professional.course,no,yes,no,cellular,jun,tue,318,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,<30,0,0,Summer,1,Warm Prospects,0.9199725,2231
33,technician,single,high.school,no,yes,no,cellular,jul,fri,1422,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,30-40,0,0,Summer,4,Hard to Convert,0.91993666,2232
50,entrepreneur,married,university.degree,no,yes,no,cellular,jul,mon,1165,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.91988915,2233
26,management,single,university.degree,no,no,no,cellular,mar,thu,139,1,999,0,nonexistent,-1.8,92.843,-50.0,1.65,5099.1,1,<30,0,0,Spring,1,Warm Prospects,0.9197972,2234
35,admin.,married,university.degree,no,yes,no,cellular,jul,wed,287,2,999,1,failure,-1.7,94.215,-40.3,0.84,4991.6,1,30-40,0,0,Summer,1,Warm Prospects,0.91978246,2235
46,services,married,basic.9y,no,no,no,cellular,may,wed,984,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,1,40-50,0,0,Spring,1,Warm Prospects,0.91977304,2236
30,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,1131,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,<30,0,0,Spring,3,Price Sensitive,0.9197405,2237
31,admin.,single,high.school,no,no,no,cellular,apr,thu,252,1,5,1,success,-1.8,93.075,-47.1,1.365,5099.1,1,30-40,1,0,Spring,1,Warm Prospects,0.91972715,2238
38,technician,single,high.school,no,yes,no,cellular,mar,fri,292,2,999,0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7,1,30-40,0,0,Spring,1,Warm Prospects,0.9197166,2239
57,management,married,university.degree,no,no,no,cellular,may,wed,1205,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,1,50-60,0,0,Spring,1,Warm Prospects,0.91963714,2240
20,student,single,basic.9y,no,yes,no,cellular,mar,thu,325,1,999,0,nonexistent,-1.8,92.843,-50.0,1.538,5099.1,1,<30,0,0,Spring,1,Warm Prospects,0.91962665,2241
29,admin.,married,high.school,no,yes,no,cellular,jun,wed,292,1,999,1,failure,-1.7,94.055,-39.8,0.727,4991.6,1,<30,0,0,Summer,1,Warm Prospects,0.9195936,2242
43,admin.,single,university.degree,no,yes,no,cellular,aug,tue,837,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1,40-50,0,0,Summer,4,Hard to Convert,0.9195696,2243
61,retired,married,basic.4y,no,yes,yes,cellular,aug,fri,374,1,999,0,nonexistent,-2.9,92.201,-31.4,0.849,5076.2,1,60+,0,0,Summer,2,High-Value Responders,0.9194731,2244
29,blue-collar,divorced,high.school,no,yes,no,cellular,may,fri,1452,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,<30,0,0,Spring,1,Warm Prospects,0.91945153,2245
29,services,married,high.school,no,no,yes,cellular,may,wed,747,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,1,<30,0,0,Spring,1,Warm Prospects,0.91944873,2246
32,services,married,high.school,no,no,no,telephone,jun,mon,1137,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,30-40,0,0,Summer,4,Hard to Convert,0.9194199,2247
73,retired,divorced,high.school,no,yes,no,cellular,dec,tue,284,1,999,0,nonexistent,-3.0,92.713,-33.0,0.707,5023.5,1,60+,0,0,Winter,2,High-Value Responders,0.9194061,2248
36,admin.,single,high.school,no,yes,no,cellular,dec,mon,480,1,999,1,failure,-3.0,92.713,-33.0,0.717,5023.5,1,30-40,0,0,Winter,1,Warm Prospects,0.9194042,2249
77,retired,married,basic.4y,no,no,no,cellular,aug,thu,318,1,9,4,failure,-1.7,94.027,-38.3,0.904,4991.6,1,60+,1,0,Summer,2,High-Value Responders,0.9193643,2250
46,blue-collar,married,professional.course,no,no,no,cellular,nov,fri,383,1,999,0,nonexistent,-1.1,94.767,-50.8,1.028,4963.6,0,40-50,0,0,Autumn,3,Price Sensitive,0.91935784,2251
45,technician,married,university.degree,no,no,yes,telephone,jun,tue,1336,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,40-50,0,1,Summer,4,Hard to Convert,0.9193536,2252
43,entrepreneur,married,high.school,no,no,no,telephone,jun,thu,1141,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,1,40-50,0,1,Summer,4,Hard to Convert,0.919353,2253
29,technician,single,university.degree,no,yes,no,cellular,jul,fri,473,1,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,0,<30,0,0,Summer,1,Warm Prospects,0.9193136,2254
27,admin.,married,university.degree,no,yes,no,cellular,may,fri,670,4,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,1,<30,0,1,Spring,1,Warm Prospects,0.91930825,2255
37,technician,married,university.degree,no,yes,no,cellular,oct,wed,364,1,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5,1,30-40,0,0,Autumn,1,Warm Prospects,0.9192876,2256
32,admin.,single,university.degree,no,yes,no,cellular,mar,fri,271,2,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,1,30-40,0,0,Spring,1,Warm Prospects,0.9192597,2257
48,technician,married,high.school,no,no,yes,cellular,oct,thu,288,3,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,1,40-50,0,0,Autumn,1,Warm Prospects,0.91922367,2258
32,blue-collar,married,professional.course,no,yes,no,cellular,may,fri,757,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,30-40,0,0,Spring,1,Warm Prospects,0.919192,2259
29,admin.,single,university.degree,no,yes,no,cellular,apr,mon,378,3,12,1,success,-1.8,93.749,-34.6,0.645,5008.7,0,<30,1,0,Spring,1,Warm Prospects,0.9191916,2260
